,Paper,Material,Property,Value,Unit
984,148 C4PY00951G.pdf,PC71BM/MoO3,PCE,6.17,%
985,148 C4PY00951G.pdf,unknown,FF,0.5720000000000001,%
986,148 C4PY00951G.pdf,PC71BM(1:4,FF,0.547,%
987,148 C4PY00951G.pdf,PC71BM,VOC,0.93,V
988,148 C4PY00951G.pdf,PC71BM,FF,0.447,%
989,148 C4PY00951G.pdf,PC71BM,VOC,0.88,V
990,148 C4PY00951G.pdf,PC71BM,JSC,6.25,N/A
991,148 C4PY00951G.pdf,PC71BM(1:4,PCE,7.26,%
992,148 C4PY00951G.pdf,PCDTBT-based,PCE,4.6,%
993,148 C4PY00951G.pdf,PC71BM(1:4,PCE,6.95,%
994,148 C4PY00951G.pdf,PC71BM,FF,0.627,%
995,148 C4PY00951G.pdf,PC71BM,JSC,14.22,N/A
996,148 C4PY00951G.pdf,unknown,PCE,6.54,%
997,148 C4PY00951G.pdf,unknown,VOC,0.95,V
998,148 C4PY00951G.pdf,unknown,JSC,12.04,mAcm
999,148 C4PY00951G.pdf,PC71BM,PCE,7.26,%
1000,148 C4PY00951G.pdf,PC71BM,JSC,11.45,N/A
1001,148 C4PY00951G.pdf,PC71BM/MoO3,VOC,0.92,V
1002,148 C4PY00951G.pdf,PC71BM(1:4,VOC,0.93,V
1003,148 C4PY00951G.pdf,PC71BM,FF,0.547,%
1004,148 C4PY00951G.pdf,PC71BM,PCE,2.45,%
1005,149 Wei_et_al-2015-Macromolecular_Rapid_Communications.pdf,PCDTBT,PCE,6,%
1006,149 Wei_et_al-2015-Macromolecular_Rapid_Communications.pdf,unknown,PCE,7.39,%
1007,149 Wei_et_al-2015-Macromolecular_Rapid_Communications.pdf,DTBT:PC,FF,0.58,N/A
1008,149 Wei_et_al-2015-Macromolecular_Rapid_Communications.pdf,PCDTBT:PC,PCE,3.6,%
1009,149 Wei_et_al-2015-Macromolecular_Rapid_Communications.pdf,P3HT,PCE,4.2,%
1010,149 Wei_et_al-2015-Macromolecular_Rapid_Communications.pdf,DTBT:PC,FF,0.56,N/A
1011,149 Wei_et_al-2015-Macromolecular_Rapid_Communications.pdf,unknown,PCE,6.95,%
1012,149 Wei_et_al-2015-Macromolecular_Rapid_Communications.pdf,DTBT:PC,PCE,5.32,%
1013,150 Gong_et_al-2013-Macromolecular_Rapid_Communications.pdf,unknown,PCE,1.42,%
1014,150 Gong_et_al-2013-Macromolecular_Rapid_Communications.pdf,unknown,PCE,1.31,%
1015,150 Gong_et_al-2013-Macromolecular_Rapid_Communications.pdf,unknown,FF,0.53,N/A
1016,150 Gong_et_al-2013-Macromolecular_Rapid_Communications.pdf,HOMO,FF,0.45,N/A
1017,150 Gong_et_al-2013-Macromolecular_Rapid_Communications.pdf,HOMO,PCE,0.53,%
1018,150 Gong_et_al-2013-Macromolecular_Rapid_Communications.pdf,HOMO,PCE,2.23,%
1019,150 Gong_et_al-2013-Macromolecular_Rapid_Communications.pdf,unknown,FF,0.044000000000000004,N/A
1020,150 Gong_et_al-2013-Macromolecular_Rapid_Communications.pdf,unknown,FF,0.44,N/A
1021,151 1-s2.0-S1566119914002146-main.pdf,unknown,PCE,2.24,%
1022,151 1-s2.0-S1566119914002146-main.pdf,PTP27-DBT:PC71BM-based,PCE,3.5,%
1023,151 1-s2.0-S1566119914002146-main.pdf,PTP27,PCE,0.25,%
1024,151 1-s2.0-S1566119914002146-main.pdf,PTP27-DBT:PC71BM-based,FF,0.41,%
1025,151 1-s2.0-S1566119914002146-main.pdf,PTP27-DBT:PC71BM-based,VOC,0.82,V
1026,151 1-s2.0-S1566119914002146-main.pdf,unknown,PCE,10.6,%
1027,151 1-s2.0-S1566119914002146-main.pdf,PTP27-DBT:PC71BM-based,JSC,10.2,mAcm-2
1028,152 C3PY21134G.pdf,unknown,VOC,0.89,V
1029,152 C3PY21134G.pdf,PC71BM,JSC,3.43,mAcm
1030,152 C3PY21134G.pdf,unknown,JSC,7.01,mAcm-2
1031,152 C3PY21134G.pdf,HOMOs,VOC,0.80,V
1032,152 C3PY21134G.pdf,PC71BM,VOC,0.80,V
1033,152 C3PY21134G.pdf,PC71BM,PCE,1.50,%
1034,152 C3PY21134G.pdf,unknown,JSC,7.01,mAcm
1035,152 C3PY21134G.pdf,unknown,JSC,7.01,N/A
1036,152 C3PY21134G.pdf,unknown,JSC,2.97,mAcm
1037,152 C3PY21134G.pdf,HOMOs,PCE,3.70,%
1038,152 C3PY21134G.pdf,unknown,FF,0.586,%
1039,152 C3PY21134G.pdf,PC71BM,FF,1,N/A
1040,153 ma500250j.pdf,PCPEHTT,JSC,9.68,mA/cm2
1041,153 ma500250j.pdf,PDEHTT:PC71BM(1,PCE,5.7,%
1042,153 ma500250j.pdf,PDEHTT:PC71BM,FF,0.10980000000000001,mA/cm2
1043,153 ma500250j.pdf,unknown,PCE,2.03,N/A
1044,153 ma500250j.pdf,PCPEHTT,PCE,2.4,%
1045,153 ma500250j.pdf,PDEHTT:PC71BM(1,VOC,0.74,V
1046,153 ma500250j.pdf,PDEHTT:PC71BM(1,FF,0.70,N/A
1047,153 ma500250j.pdf,PCPEHTT,FF,0.34,N/A
1048,153 ma500250j.pdf,PCPEHTT,VOC,0.73,V
1049,153 ma500250j.pdf,PDEHTT:PC71BM(1,JSC,10.98,mA/cm2
1050,154 c3ta13406g.pdf,TVCN(Eg,PCE,2.2,%
1051,154 c3ta13406g.pdf,unknown,PCE,2.15,%
1052,154 c3ta13406g.pdf,PC71BM,JSC,7.32,mAcm
1053,154 c3ta13406g.pdf,AOAPPO,JSC,1.51,mAcm
1054,154 c3ta13406g.pdf,AOAPPO,VOC,0.66,V
1055,154 c3ta13406g.pdf,unknown,PCE,4.54,%
1056,154 c3ta13406g.pdf,PC71BM,PCE,3.47,%
1057,154 c3ta13406g.pdf,PC71BM,FF,0.609,%
1058,154 c3ta13406g.pdf,PC71BM,VOC,0.78,V
1059,154 c3ta13406g.pdf,TVCN(Eg,PCE,0.3,%
1060,154 c3ta13406g.pdf,unknown,JSC,5.46,mAcm
1061,154 c3ta13406g.pdf,AOAPPO,PCE,0.46,%
1062,155 1-s2.0-S1566119912001814-main.pdf,PBDTTPD(Mn,JSC,7.8,mA/cm2
1063,155 1-s2.0-S1566119912001814-main.pdf,PBDTTPD:PC60BM,PCE,7.1,%
1064,155 1-s2.0-S1566119912001814-main.pdf,PBDTTPD:PC60BM,FF,0.7,%
1065,155 1-s2.0-S1566119912001814-main.pdf,PBDTTPD,JSC,9.81,mA/cm2
1066,155 1-s2.0-S1566119912001814-main.pdf,PC60BM)as,PCE,7.1,%
1067,155 1-s2.0-S1566119912001814-main.pdf,unknown,FF,0.67,%
1068,155 1-s2.0-S1566119912001814-main.pdf,PBDTTPD:PC60BM,JSC,10.9,mA/cm2
1069,155 1-s2.0-S1566119912001814-main.pdf,PBDTTPD:PC60BM,VOC,0.93,V
1070,155 1-s2.0-S1566119912001814-main.pdf,PBDTTPD(Mn,PCE,2.7,%
1071,155 1-s2.0-S1566119912001814-main.pdf,PBDTTPD(Mn,FF,0.44,%
1072,155 1-s2.0-S1566119912001814-main.pdf,PBDTTPD(Mn,VOC,0.78,V
1073,155 1-s2.0-S1566119912001814-main.pdf,PBDTTPD,PCE,6.0,%
1074,156 ma301312d.pdf,unknown,PCE,7,N/A
1075,156 ma301312d.pdf,unknown,FF,0.50,N/A
1076,156 ma301312d.pdf,unknown,JSC,11.54,mA/cm2
1077,156 ma301312d.pdf,unknown,VOC,0.69,V
1078,157 cm100417z.pdf,PBDTTPD:PC71BM(1:2)with,PCE,4.1,%
1079,157 cm100417z.pdf,unknown,PCE,4.2,%
1080,157 cm100417z.pdf,PBDTTPD:PC71BM,VOC,0.84,V
1081,157 cm100417z.pdf,PC71BM,VOC,0.85,V
1082,157 cm100417z.pdf,unknown,JSC,9.0,N/A
1083,157 cm100417z.pdf,PBDTTPD:PC71BM,JSC,9.8,mAcm-2
1084,157 cm100417z.pdf,PBDTTPD:PC71BM(1:2)with,FF,0.5,%
1085,157 cm100417z.pdf,PBDTTPD:PC71BM(1:2)with,JSC,9.8,mAcm-2
1086,157 cm100417z.pdf,HOMO,VOC,0.87,V
1087,157 cm100417z.pdf,PBDTTPD:PC71BM,FF,0.495,%
1088,157 cm100417z.pdf,PBDTTPD:PC71BM(1:2)with,VOC,0.84,V
1089,157 cm100417z.pdf,PBDTTPD:PC71BM,PCE,4.1,%
1090,158 Xia_et_al-2015-Advanced_Science.pdf,unknown,FF,0.52,%
1091,158 Xia_et_al-2015-Advanced_Science.pdf,unknown,PCE,7.59,%
1092,158 Xia_et_al-2015-Advanced_Science.pdf,unknown,PCE,7.27,%
1093,159 cm5018272.pdf,unknown,FF,0.58,N/A
1094,159 cm5018272.pdf,HOMO)electron,VOC,0.89,V
1095,160 cm500172w.pdf,PBDT(X)TPD,PCE,3,N/A
1096,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",unknown,PCE,3.35,%
1097,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",unknown,FF,0.49,N/A
1098,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",unknown,PCE,1.50,%
1099,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",unknown,PCE,7.1,%
1100,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",TZNT-based,PCE,7.11,%
1101,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",unknown,PCE,5.47,%
1102,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",HOMO,PCE,6.10,%
1103,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",PCDTBT)(,PCE,3.6,%
1104,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",unknown,FF,0.62,N/A
1105,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",unknown,FF,0.51,N/A
1106,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",unknown,FF,0.65,N/A
1107,"161 Dong_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",unknown,PCE,3.80,%
1108,162 ja406220a.pdf,unknown,VOC,1.59,V
1109,162 ja406220a.pdf,unknown,PCE,9.40,%
1110,162 ja406220a.pdf,unknown,FF,0.65,%
1111,162 ja406220a.pdf,HOMO,FF,0.7120000000000001,%
1112,162 ja406220a.pdf,PBDTFBZS,JSC,12.36,mA/cm2
1113,162 ja406220a.pdf,PBDTFBZO,VOC,0.91,V
1114,162 ja406220a.pdf,PBDTFBZS:PC71BM,VOC,0.88,V
1115,162 ja406220a.pdf,unknown,JSC,9.1,mA/cm2
1116,162 ja406220a.pdf,unknown,JSC,9.0,mA/cm2
1117,162 ja406220a.pdf,PBDTFBZO,FF,0.5820000000000001,%
1118,162 ja406220a.pdf,PBDTFBZS:PC71BM,PCE,7.74,%
1119,162 ja406220a.pdf,PBDTFBZS,JSC,12.41,mA/cm2
1120,162 ja406220a.pdf,PBDTFBZO,JSC,11.81,mA/cm2
1121,162 ja406220a.pdf,PBDTFBZS:PC71BM,FF,0.7120000000000001,%
1122,162 ja406220a.pdf,PBDTFBZS/PC71BM,FF,0.7120000000000001,%
1123,162 ja406220a.pdf,PBDTFBZO,PCE,6.25,%
1124,162 ja406220a.pdf,PBDTFBZS:PC71BM,JSC,12.36,mA/cm2
1125,162 ja406220a.pdf,unknown,JSC,9.0,N/A
1126,163 acs%2Echemmater%2E5b03098.pdf,FTAZ,VOC,0.8,V
1127,163 acs%2Echemmater%2E5b03098.pdf,FTAZ,VOC,1,V
1128,163 acs%2Echemmater%2E5b03098.pdf,FTAZ,VOC,0.97,V
1129,163 acs%2Echemmater%2E5b03098.pdf,FTAZ,FF,0.71,%
1130,164 acsami%2E5b08769.pdf,unknown,PCE,4.4,%
1131,164 acsami%2E5b08769.pdf,PTFBDT-BZS,PCE,8.24,%
1132,164 acsami%2E5b08769.pdf,PTFBDT-BZO:PC71BM,PCE,5.67,%
1133,164 acsami%2E5b08769.pdf,unknown,FF,0.68,N/A
1134,164 acsami%2E5b08769.pdf,PTFBDT-BZS,VOC,0.89,V
1135,164 acsami%2E5b08769.pdf,PTFBDT-BZS:PC71BM(1:2,VOC,0.89,V
1136,164 acsami%2E5b08769.pdf,SCLC,FF,0.64,N/A
1137,164 acsami%2E5b08769.pdf,unknown,PCE,9.7,%
1138,164 acsami%2E5b08769.pdf,PTFBDT-BZS:PC71BM(1:2,PCE,8.24,%
1139,164 acsami%2E5b08769.pdf,unknown,PCE,7.7,%
1140,164 acsami%2E5b08769.pdf,PTFBDT-BZO,VOC,0.95,V
1141,164 acsami%2E5b08769.pdf,PTFBDT-BZS:PC71BM(1:2,FF,0.73,N/A
1142,164 acsami%2E5b08769.pdf,PTFBDT-BZS,FF,0.73,N/A
1143,164 acsami%2E5b08769.pdf,SCLC,JSC,9.24,mA/cm2
1144,164 acsami%2E5b08769.pdf,PTFBDT-BZO:PC71BM,JSC,9.24,mA/cm2
1145,164 acsami%2E5b08769.pdf,PTFBDT-BZO,FF,0.58,N/A
1146,164 acsami%2E5b08769.pdf,PTFBDT-BZO:PC71BM,VOC,0.96,V
1147,164 acsami%2E5b08769.pdf,PTFBDT-BZS,JSC,12.67,mA/cm2
1148,164 acsami%2E5b08769.pdf,PTFBDT-BZS:PC71BM(1:2,JSC,12.67,mA/cm2
1149,164 acsami%2E5b08769.pdf,PTFBDT-BZO,JSC,9.04,mA/cm2
1150,164 acsami%2E5b08769.pdf,PTFBDT-BZO:PC71BM(1,PCE,5.67,%
1151,164 acsami%2E5b08769.pdf,unknown,PCE,8.18,%
1152,164 acsami%2E5b08769.pdf,PTFBDT-BZO:PC71BM(1,VOC,0.96,V
1153,164 acsami%2E5b08769.pdf,PTFBDT-BZO:PC71BM,FF,0.64,N/A
1154,164 acsami%2E5b08769.pdf,SCLC,VOC,0.96,V
1155,164 acsami%2E5b08769.pdf,PTFBDT-BZO,PCE,4.98,%
1156,164 acsami%2E5b08769.pdf,unknown,PCE,4.9,%
1157,164 acsami%2E5b08769.pdf,unknown,JSC,11.99,mA/cm2
1158,164 acsami%2E5b08769.pdf,unknown,PCE,10.31,%
1159,164 acsami%2E5b08769.pdf,unknown,PCE,7.3,%
1160,165 Lan_et_al-2016-Advanced_Science.pdf,unknown,FF,0.5992000000000001,%
1161,165 Lan_et_al-2016-Advanced_Science.pdf,PTZBIBDT:PC,JSC,13.50,mAcm−2
1162,165 Lan_et_al-2016-Advanced_Science.pdf,unknown,PCE,8.63,%
1163,165 Lan_et_al-2016-Advanced_Science.pdf,unknown,FF,0.7395,%
1164,165 Lan_et_al-2016-Advanced_Science.pdf,unknown,PCE,7.48,%
1165,165 Lan_et_al-2016-Advanced_Science.pdf,unknown,PCE,8.06,%
1166,165 Lan_et_al-2016-Advanced_Science.pdf,PTZBIBDT:PC,VOC,0.87,V
1167,165 Lan_et_al-2016-Advanced_Science.pdf,unknown,FF,0.7109000000000001,%
1168,165 Lan_et_al-2016-Advanced_Science.pdf,unknown,FF,0.6878,%
1169,165 Lan_et_al-2016-Advanced_Science.pdf,unknown,PCE,8.35,%
1170,165 Lan_et_al-2016-Advanced_Science.pdf,unknown,PCE,6.98,%
1171,165 Lan_et_al-2016-Advanced_Science.pdf,"PDBT-T1),",PCE,9.7,%
1172,166 C6TA07364F.pdf,BDTC2-based,JSC,10.37,mAcm
1173,166 C6TA07364F.pdf,BDTC2-based,PCE,7.49,%
1174,166 C6TA07364F.pdf,BDTC2-based,VOC,1.03,V
1175,166 C6TA07364F.pdf,BDTC2,PCE,7.33,%
1176,166 C6TA07364F.pdf,BDTC2,PCE,7.49,%
1177,167 Zhang_et_al-2015-Advanced_Materials.pdf,unknown,PCE,5.6,%
1178,167 Zhang_et_al-2015-Advanced_Materials.pdf,PEDOT,PCE,9.2,%
1179,167 Zhang_et_al-2015-Advanced_Materials.pdf,unknown,FF,0.73,%
1180,167 Zhang_et_al-2015-Advanced_Materials.pdf,unknown,PCE,5.3,%
1181,167 Zhang_et_al-2015-Advanced_Materials.pdf,unknown,PCE,4,N/A
1182,167 Zhang_et_al-2015-Advanced_Materials.pdf,unknown,FF,0.56,%
1183,167 Zhang_et_al-2015-Advanced_Materials.pdf,unknown,PCE,5.7,%
1184,167 Zhang_et_al-2015-Advanced_Materials.pdf,HOMO,PCE,9.2,%
1185,167 Zhang_et_al-2015-Advanced_Materials.pdf,unknown,FF,0.63,%
1186,167 Zhang_et_al-2015-Advanced_Materials.pdf,unknown,PCE,8,%
1187,168 cm3017006.pdf,PBDT-FBTA/PC70BM(1:2,PCE,4.74,%
1188,168 cm3017006.pdf,IPCE,JSC,11.90,mAcm−2
1189,168 cm3017006.pdf,PBDT-FBTA/PC70BM(1:2,FF,0.672,%
1190,168 cm3017006.pdf,PBDT-FBTA/PC70BM(1:2,PCE,6.0,%
1191,168 cm3017006.pdf,unknown,JSC,10.03,mAcm−2
1192,168 cm3017006.pdf,IPCE,FF,0.672,%
1193,168 cm3017006.pdf,PBDT-FBTA/PC70BM(1:2,JSC,11.9,mAcm−2
1194,168 cm3017006.pdf,IPCE,VOC,0.75,V
1195,168 cm3017006.pdf,IPCE,PCE,6.0,%
1196,168 cm3017006.pdf,unknown,PCE,5.53,%
1197,168 cm3017006.pdf,PBDT-FBTA/PC70BM(1:2,VOC,0.75,V
1198,168 cm3017006.pdf,unknown,JSC,10.03,N/A
1199,168 cm3017006.pdf,unknown,FF,0.716,%
1200,169 C6PY00640J.pdf,PBDTBDD,PCE,9.2,%
1201,169 C6PY00640J.pdf,PBDTBDD,PCE,9.13,%
1202,169 C6PY00640J.pdf,PBDT(Se)-T1-based,FF,0.72,%
1203,169 C6PY00640J.pdf,PBDT(Se)-T1-based,VOC,0.91,V
1204,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,PBDT(S)-T1:PC70BM,PCE,7.4,%
1205,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,unknown,PCE,6.3,%
1206,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,PBDT(S)-T1-based,VOC,0.89,V
1207,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,unknown,JSC,12.83,mAcm–2
1208,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,IPCE,JSC,12.58,mAcm–2
1209,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,POBDT(S)-T1:PC70BM,FF,0.7,%
1210,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,PBDT(S)-T1:PC70BM,VOC,0.89,V
1211,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,PBDT(S)-T1:PC70BM,FF,0.674,%
1212,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,POBDT(S)-T1-based,VOC,0.98,V
1213,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,unknown,FF,0.7140000000000001,%
1214,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,PBDT(S)-T1:PC70BM,JSC,12.15,mAcm–2
1215,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,PBDT(S)-T1-based,PCE,7.4,%
1216,170 art%3A10.1007%2Fs11426-016-0349-7.pdf,POBDT(S)-T1-based,PCE,9.2,%
1217,171 C6TC02915A.pdf,unknown,PCE,8.8,%
1218,171 C6TC02915A.pdf,PBDT-S1,VOC,0.90,V
1219,171 C6TC02915A.pdf,PBDT-S1,VOC,0.91,V
1220,171 C6TC02915A.pdf,PBDT-S1,PCE,9.0,%
1221,171 C6TC02915A.pdf,PBDT-O1)showed,PCE,5.16,%
1222,171 C6TC02915A.pdf,PBDT-S1,FF,0.7490000000000001,%
1223,172 Huo_et_al-2015-Advanced_Materials.pdf,PDBT-T1,PCE,8.3,%
1224,172 Huo_et_al-2015-Advanced_Materials.pdf,PDBT-T1:PC,PCE,8.35,%
1225,172 Huo_et_al-2015-Advanced_Materials.pdf,PDBT-T1/C,PCE,9.74,%
1226,172 Huo_et_al-2015-Advanced_Materials.pdf,unknown,FF,0.75,%
1227,172 Huo_et_al-2015-Advanced_Materials.pdf,PDBT-T1:PC,FF,0.6729999999999999,%
1228,172 Huo_et_al-2015-Advanced_Materials.pdf,PDBT-T1/C,PCE,8.35,%
1229,172 Huo_et_al-2015-Advanced_Materials.pdf,unknown,FF,0.703,%
1230,172 Huo_et_al-2015-Advanced_Materials.pdf,unknown,PCE,8.50,%
1231,172 Huo_et_al-2015-Advanced_Materials.pdf,unknown,FF,0.746,%
1232,173 Liu_et_al-2017-Advanced_Materials.pdf,unknown,FF,0.621,%
1233,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-BO-based,FF,0.667,%
1234,173 Liu_et_al-2017-Advanced_Materials.pdf,unknown,VOC,0.97,N/A
1235,173 Liu_et_al-2017-Advanced_Materials.pdf,unknown,FF,0.698,%
1236,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-EH:PC71BM,JSC,14.22,mAcm−2
1237,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-MP:PC71BM,JSC,12.87,mAcm−2
1238,173 Liu_et_al-2017-Advanced_Materials.pdf,unknown,JSC,14.70,mAcm−2
1239,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-EH:PC71BM,VOC,0.97,V
1240,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-MP:PC71BM,VOC,0.98,V
1241,173 Liu_et_al-2017-Advanced_Materials.pdf,unknown,JSC,15.62,mAcm−2
1242,173 Liu_et_al-2017-Advanced_Materials.pdf,IPCE,JSC,13.97,mAcm−2
1243,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-EH:PC71BM,FF,0.7509999999999999,%
1244,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-EH:PC71BM,PCE,10.3,%
1245,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-BO-based,PCE,8.1,%
1246,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-MP:PC71BM,PCE,9.1,%
1247,173 Liu_et_al-2017-Advanced_Materials.pdf,unknown,VOC,0.99,V
1248,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-EH,PCE,10.6,%
1249,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-BO-based,VOC,0.93,V
1250,173 Liu_et_al-2017-Advanced_Materials.pdf,PBT1-MP:PC71BM,FF,0.725,%
1251,174 1-s2.0-S1566119914003541-main.pdf,PIDT-DHTSO:PC71BM(1:3,PCE,3.81,%
1252,174 1-s2.0-S1566119914003541-main.pdf,PIDT-DHTSO:PC71BM(1:3,JSC,8.20,mAcm-2
1253,174 1-s2.0-S1566119914003541-main.pdf,PIDT-DHTSO:PC71BM(1:3,VOC,0.95,V
1254,174 1-s2.0-S1566119914003541-main.pdf,PIDT-DHTSO:PC71BM(1:3,FF,0.48,%
1255,174 1-s2.0-S1566119914003541-main.pdf,PIDT-SO:PC71BM-based,PCE,2.31,%
1256,174 1-s2.0-S1566119914003541-main.pdf,PIDT-DHTSO,PCE,3.44,%
1257,174 1-s2.0-S1566119914003541-main.pdf,PIDT-SO:PC71BM,PCE,2.31,%
1258,174 1-s2.0-S1566119914003541-main.pdf,HOMO,PCE,2.24,%
1259,174 1-s2.0-S1566119914003541-main.pdf,HOMO,VOC,0.95,N/A
1260,175 C3CP54022G.pdf,PC71BM,PCE,5.30,%
1261,176 C5PY01761K.pdf,unknown,FF,0.695,%
1262,176 C5PY01761K.pdf,unknown,FF,0.6829999999999999,%
1263,176 C5PY01761K.pdf,PBDTTTP:PC71BM,PCE,5.53,%
1264,176 C5PY01761K.pdf,unknown,PCE,0.80,%
1265,176 C5PY01761K.pdf,unknown,JSC,7.88,mAcm
1266,176 C5PY01761K.pdf,PBDTTTP:PC71BM,VOC,1,V
1267,176 C5PY01761K.pdf,PBDTTTP:PC71BM,VOC,0.98,V
1268,177 C5TC00398A.pdf,PSBT:PC71BM(1/3,VOC,0.64,V
1269,177 C5TC00398A.pdf,PSBT:PC71BM(1/3,VOC,0.80,V
1270,177 C5TC00398A.pdf,PSBT,PCE,3.7,%
1271,177 C5TC00398A.pdf,PSDTBT,PCE,3.52,%
1272,177 C5TC00398A.pdf,PSDTBT,FF,0.413,%
1273,177 C5TC00398A.pdf,PSBT,PCE,5.18,%
1274,177 C5TC00398A.pdf,PSDTBT,JSC,9.50,mAcm-2
1275,177 C5TC00398A.pdf,PSBT,VOC,0.94,V
1276,177 C5TC00398A.pdf,PSBT,PCE,0.76,%
1277,177 C5TC00398A.pdf,PSBT:PC71BM,JSC,11.11,mAcm-2
1278,177 C5TC00398A.pdf,PSBT:PC71BM(1/3,PCE,0.76,%
1279,177 C5TC00398A.pdf,PSBT:PC71BM(1/3,PCE,5.18,%
1280,177 C5TC00398A.pdf,PSBT:PC71BM(1/3,VOC,0.94,V
1281,177 C5TC00398A.pdf,PSBT:PC71BM(1/3,PCE,3.7,%
1282,177 C5TC00398A.pdf,unknown,PCE,0.69,%
1283,177 C5TC00398A.pdf,PSBT:PC71BM,VOC,0.94,V
1284,177 C5TC00398A.pdf,PSBT,VOC,0.80,V
1285,177 C5TC00398A.pdf,PSBT:PC71BM,PCE,5.18,%
1286,177 C5TC00398A.pdf,unknown,PCE,4.17,%
1287,177 C5TC00398A.pdf,PSBT:PC71BM,FF,0.496,%
1288,177 C5TC00398A.pdf,PSDTBT,VOC,0.90,V
1289,177 C5TC00398A.pdf,PSBT,VOC,0.64,V
1290,178 C5TA07942J.pdf,PC71BM,PCE,5.53,%
1291,178 C5TA07942J.pdf,PC71BM,VOC,0.96,V
1292,178 C5TA07942J.pdf,PC71BM,FF,0.698,%
1293,178 C5TA07942J.pdf,PC71BM,JSC,9.35,N/A
1294,178 C5TA07942J.pdf,unknown,PCE,10.8,%
1295,178 C5TA07942J.pdf,PC71BM,PCE,6.17,%
1296,178 C5TA07942J.pdf,PC71BM,VOC,0.94,V
1297,178 C5TA07942J.pdf,PC71BM,FF,0.705,%
1298,179 C5CC04375A.pdf,PC71BM,PCE,8.18,%
1299,179 C5CC04375A.pdf,PC71BM,FF,0.7106,%
1300,179 C5CC04375A.pdf,PC71BM,JSC,13.55,mAcm-2
1301,179 C5CC04375A.pdf,PC71BM,VOC,0.85,V
1302,179 C5CC04375A.pdf,unknown,PCE,5.95,%
1303,180 cm5033223.pdf,unknown,FF,0.68,N/A
1304,180 cm5033223.pdf,unknown,PCE,100,N/A
1305,180 cm5033223.pdf,unknown,PCE,7.50,%
1306,180 cm5033223.pdf,TPD1/PC71BM,PCE,7.5,%
1307,181 c6sc01791f.pdf,PDTPO-,VOC,0.97,V
1308,181 c6sc01791f.pdf,PDTPO-,JSC,10.55,mAcm
1309,181 c6sc01791f.pdf,PDTPO-IDT,PCE,7.17,%
1310,181 c6sc01791f.pdf,PDTPO-,FF,0.715,%
1311,181 c6sc01791f.pdf,PDTPO-IDTT,PCE,5.47,%
1312,181 c6sc01791f.pdf,PDTPO-IDT,VOC,0.97,V
1313,182 ma500333r.pdf,PIDT−OFBPz:PC61BM(1:2,PCE,5.13,%
1314,182 ma500333r.pdf,PC61BM,PCE,1.4,%
1315,182 ma500333r.pdf,unknown,PCE,1.76,%
1316,182 ma500333r.pdf,PIDT−OFBPz:PC61BM(1:2,FF,0.5899,%
1317,182 ma500333r.pdf,PIDT−OFBPz:PC61BM(1:2,JSC,8.96,mA/cm2
1318,182 ma500333r.pdf,PC61BM,PCE,4.31,%
1319,182 ma500333r.pdf,PIDT−OFBPz:PC61BM(1:2,VOC,0.97,V
1320,183 P-PDT-IID.pdf,HOMO,VOC,0.65,V
